id,title,category,category_code,published_date,updated_date,authors,first_author,summary,summary_word_count
abs-2304.02991v1,"Exploiting the Complementarity of 2D and 3D Networks to Address
  Domain-Shift in 3D Semantic Segmentation",Computer Vision and Pattern Recognition,cs.CV,2023-04-06,4/6/23,"['Adriano Cardace', 'Pierluigi Zama Ramirez', 'Samuele Salti', 'Luigi Di Stefano']",'Adriano Cardace',"3D semantic segmentation is a critical task in many real-world applications,
such as autonomous driving, robotics, and mixed reality. However, the task is
extremely challenging due to ambiguities coming from the unstructured, sparse,
and uncolored nature of the 3D point clouds. A possible solution is to combine
the 3D information with others coming from sensors featuring a different
modality, such as RGB cameras. Recent multi-modal 3D semantic segmentation
networks exploit these modalities relying on two branches that process the 2D
and 3D information independently, striving to maintain the strength of each
modality. In this work, we first explain why this design choice is effective
and then show how it can be improved to make the multi-modal semantic
segmentation more robust to domain shift. Our surprisingly simple contribution
achieves state-of-the-art performances on four popular multi-modal unsupervised
domain adaptation benchmarks, as well as better results in a domain
generalization scenario.",148
abs-2308.05459v2,KS-APR: Keyframe Selection for Robust Absolute Pose Regression,Computer Vision and Pattern Recognition,cs.CV,2023-08-10,4/28/24,"['Changkun Liu', 'Yukun Zhao', 'Tristan Braud']",'Changkun Liu',"Markerless Mobile Augmented Reality (AR) aims to anchor digital content in
the physical world without using specific 2D or 3D objects. Absolute Pose
Regressors (APR) are end-to-end machine learning solutions that infer the
device's pose from a single monocular image. Thanks to their low computation
cost, they can be directly executed on the constrained hardware of mobile AR
devices. However, APR methods tend to yield significant inaccuracies for input
images that are too distant from the training set. This paper introduces
KS-APR, a pipeline that assesses the reliability of an estimated pose with
minimal overhead by combining the inference results of the APR and the prior
images in the training set. Mobile AR systems tend to rely upon visual-inertial
odometry to track the relative pose of the device during the experience. As
such, KS-APR favours reliability over frequency, discarding unreliable poses.
This pipeline can integrate most existing APR methods to improve accuracy by
filtering unreliable images with their pose estimates. We implement the
pipeline on three types of APR models on indoor and outdoor datasets. The
median error on position and orientation is reduced for all models, and the
proportion of large errors is minimized across datasets. Our method enables
state-of-the-art APRs such as DFNetdm to outperform single-image and sequential
APR methods. These results demonstrate the scalability and effectiveness of
KS-APR for visual localization tasks that do not require one-shot decisions.",231
abs-2302.06072v2,"Actional Atomic-Concept Learning for Demystifying Vision-Language
  Navigation",Computer Vision and Pattern Recognition,cs.CV,2023-02-13,3/14/24,"['Bingqian Lin', 'Yi Zhu', 'Xiaodan Liang', 'Liang Lin', 'Jianzhuang Liu']",'Bingqian Lin',"Vision-Language Navigation (VLN) is a challenging task which requires an
agent to align complex visual observations to language instructions to reach
the goal position. Most existing VLN agents directly learn to align the raw
directional features and visual features trained using one-hot labels to
linguistic instruction features. However, the big semantic gap among these
multi-modal inputs makes the alignment difficult and therefore limits the
navigation performance. In this paper, we propose Actional Atomic-Concept
Learning (AACL), which maps visual observations to actional atomic concepts for
facilitating the alignment. Specifically, an actional atomic concept is a
natural language phrase containing an atomic action and an object, e.g., ``go
up stairs''. These actional atomic concepts, which serve as the bridge between
observations and instructions, can effectively mitigate the semantic gap and
simplify the alignment. AACL contains three core components: 1) a concept
mapping module to map the observations to the actional atomic concept
representations through the VLN environment and the recently proposed
Contrastive Language-Image Pretraining (CLIP) model, 2) a concept refining
adapter to encourage more instruction-oriented object concept extraction by
re-ranking the predicted object concepts by CLIP, and 3) an observation
co-embedding module which utilizes concept representations to regularize the
observation representations. Our AACL establishes new state-of-the-art results
on both fine-grained (R2R) and high-level (REVERIE and R2R-Last) VLN
benchmarks. Moreover, the visualization shows that AACL significantly improves
the interpretability in action decision.",229
abs-2303.18230v1,Procedure-Aware Pretraining for Instructional Video Understanding,Computer Vision and Pattern Recognition,cs.CV,2023-03-31,3/31/23,"['Honglu Zhou', 'Roberto Martín-Martín', 'Mubbasir Kapadia', 'Silvio Savarese', 'Juan Carlos Niebles']",'Honglu Zhou',"Our goal is to learn a video representation that is useful for downstream
procedure understanding tasks in instructional videos. Due to the small amount
of available annotations, a key challenge in procedure understanding is to be
able to extract from unlabeled videos the procedural knowledge such as the
identity of the task (e.g., 'make latte'), its steps (e.g., 'pour milk'), or
the potential next steps given partial progress in its execution. Our main
insight is that instructional videos depict sequences of steps that repeat
between instances of the same or different tasks, and that this structure can
be well represented by a Procedural Knowledge Graph (PKG), where nodes are
discrete steps and edges connect steps that occur sequentially in the
instructional activities. This graph can then be used to generate pseudo labels
to train a video representation that encodes the procedural knowledge in a more
accessible form to generalize to multiple procedure understanding tasks. We
build a PKG by combining information from a text-based procedural knowledge
database and an unlabeled instructional video corpus and then use it to
generate training pseudo labels with four novel pre-training objectives. We
call this PKG-based pre-training procedure and the resulting model Paprika,
Procedure-Aware PRe-training for Instructional Knowledge Acquisition. We
evaluate Paprika on COIN and CrossTask for procedure understanding tasks such
as task recognition, step recognition, and step forecasting. Paprika yields a
video representation that improves over the state of the art: up to 11.23%
gains in accuracy in 12 evaluation settings. Implementation is available at
https://github.com/salesforce/paprika.",252
abs-2309.03696v1,"Efficient Adaptive Human-Object Interaction Detection with
  Concept-guided Memory",Computer Vision and Pattern Recognition,cs.CV,2023-09-07,9/7/23,"['Ting Lei', 'Fabian Caba', 'Qingchao Chen', 'Hailin Jin', 'Yuxin Peng', 'Yang Liu']",'Ting Lei',"Human Object Interaction (HOI) detection aims to localize and infer the
relationships between a human and an object. Arguably, training supervised
models for this task from scratch presents challenges due to the performance
drop over rare classes and the high computational cost and time required to
handle long-tailed distributions of HOIs in complex HOI scenes in realistic
settings. This observation motivates us to design an HOI detector that can be
trained even with long-tailed labeled data and can leverage existing knowledge
from pre-trained models. Inspired by the powerful generalization ability of the
large Vision-Language Models (VLM) on classification and retrieval tasks, we
propose an efficient Adaptive HOI Detector with Concept-guided Memory (ADA-CM).
ADA-CM has two operating modes. The first mode makes it tunable without
learning new parameters in a training-free paradigm. Its second mode
incorporates an instance-aware adapter mechanism that can further efficiently
boost performance if updating a lightweight set of parameters can be afforded.
Our proposed method achieves competitive results with state-of-the-art on the
HICO-DET and V-COCO datasets with much less training time. Code can be found at
https://github.com/ltttpku/ADA-CM.",180
abs-2310.01806v1,"Improvement and Enhancement of YOLOv5 Small Target Recognition Based on
  Multi-module Optimization",Computer Vision and Pattern Recognition,cs.CV,2023-10-03,10/3/23,"['Qingyang Li', 'Yuchen Li', 'Hongyi Duan', 'JiaLiang Kang', 'Jianan Zhang', 'Xueqian Gan', 'Ruotong Xu']",'Qingyang Li',"In this paper, the limitations of YOLOv5s model on small target detection
task are deeply studied and improved. The performance of the model is
successfully enhanced by introducing GhostNet-based convolutional module,
RepGFPN-based Neck module optimization, CA and Transformer's attention
mechanism, and loss function improvement using NWD. The experimental results
validate the positive impact of these improvement strategies on model
precision, recall and mAP. In particular, the improved model shows significant
superiority in dealing with complex backgrounds and tiny targets in real-world
application tests. This study provides an effective optimization strategy for
the YOLOv5s model on small target detection, and lays a solid foundation for
future related research and applications.",109
abs-2308.05659v2,AD-CLIP: Adapting Domains in Prompt Space Using CLIP,Computer Vision and Pattern Recognition,cs.CV,2023-08-10,9/16/24,"['Mainak Singha', 'Harsh Pal', 'Ankit Jha', 'Biplab Banerjee']",'Mainak Singha',"Although deep learning models have shown impressive performance on supervised
learning tasks, they often struggle to generalize well when the training
(source) and test (target) domains differ. Unsupervised domain adaptation (DA)
has emerged as a popular solution to this problem. However, current DA
techniques rely on visual backbones, which may lack semantic richness. Despite
the potential of large-scale vision-language foundation models like CLIP, their
effectiveness for DA has yet to be fully explored. To address this gap, we
introduce \textsc{AD-CLIP}, a domain-agnostic prompt learning strategy for CLIP
that aims to solve the DA problem in the prompt space. We leverage the frozen
vision backbone of CLIP to extract both image style (domain) and content
information, which we apply to learn prompt tokens. Our prompts are designed to
be domain-invariant and class-generalizable, by conditioning prompt learning on
image style and content features simultaneously. We use standard supervised
contrastive learning in the source domain, while proposing an entropy
minimization strategy to align domains in the embedding space given the target
domain data. We also consider a scenario where only target domain samples are
available during testing, without any source domain data, and propose a
cross-domain style mapping network to hallucinate domain-agnostic tokens. Our
extensive experiments on three benchmark DA datasets demonstrate the
effectiveness of \textsc{AD-CLIP} compared to existing literature. Code is
available at \url{https://github.com/mainaksingha01/AD-CLIP}",222
abs-2306.13526v1,"Bridging the Performance Gap between DETR and R-CNN for Graphical Object
  Detection in Document Images",Computer Vision and Pattern Recognition,cs.CV,2023-06-23,6/23/23,"['Tahira Shehzadi', 'Khurram Azeem Hashmi', 'Didier Stricker', 'Marcus Liwicki', 'Muhammad Zeshan Afzal']",'Tahira Shehzadi',"This paper takes an important step in bridging the performance gap between
DETR and R-CNN for graphical object detection. Existing graphical object
detection approaches have enjoyed recent enhancements in CNN-based object
detection methods, achieving remarkable progress. Recently, Transformer-based
detectors have considerably boosted the generic object detection performance,
eliminating the need for hand-crafted features or post-processing steps such as
Non-Maximum Suppression (NMS) using object queries. However, the effectiveness
of such enhanced transformer-based detection algorithms has yet to be verified
for the problem of graphical object detection. Essentially, inspired by the
latest advancements in the DETR, we employ the existing detection transformer
with few modifications for graphical object detection. We modify object queries
in different ways, using points, anchor boxes and adding positive and negative
noise to the anchors to boost performance. These modifications allow for better
handling of objects with varying sizes and aspect ratios, more robustness to
small variations in object positions and sizes, and improved image
discrimination between objects and non-objects. We evaluate our approach on the
four graphical datasets: PubTables, TableBank, NTable and PubLaynet. Upon
integrating query modifications in the DETR, we outperform prior works and
achieve new state-of-the-art results with the mAP of 96.9\%, 95.7\% and 99.3\%
on TableBank, PubLaynet, PubTables, respectively. The results from extensive
ablations show that transformer-based methods are more effective for document
analysis analogous to other applications. We hope this study draws more
attention to the research of using detection transformers in document image
analysis.",242
abs-2302.11217v2,Connecting Vision and Language with Video Localized Narratives,Computer Vision and Pattern Recognition,cs.CV,2023-02-22,3/15/23,"['Paul Voigtlaender', 'Soravit Changpinyo', 'Jordi Pont-Tuset', 'Radu Soricut', 'Vittorio Ferrari']",'Paul Voigtlaender',"We propose Video Localized Narratives, a new form of multimodal video
annotations connecting vision and language. In the original Localized
Narratives, annotators speak and move their mouse simultaneously on an image,
thus grounding each word with a mouse trace segment. However, this is
challenging on a video. Our new protocol empowers annotators to tell the story
of a video with Localized Narratives, capturing even complex events involving
multiple actors interacting with each other and with several passive objects.
We annotated 20k videos of the OVIS, UVO, and Oops datasets, totalling 1.7M
words. Based on this data, we also construct new benchmarks for the video
narrative grounding and video question answering tasks, and provide reference
results from strong baseline models. Our annotations are available at
https://google.github.io/video-localized-narratives/.",125
abs-2309.03473v1,"Temporal Collection and Distribution for Referring Video Object
  Segmentation",Computer Vision and Pattern Recognition,cs.CV,2023-09-07,9/7/23,"['Jiajin Tang', 'Ge Zheng', 'Sibei Yang']",'Jiajin Tang',"Referring video object segmentation aims to segment a referent throughout a
video sequence according to a natural language expression. It requires aligning
the natural language expression with the objects' motions and their dynamic
associations at the global video level but segmenting objects at the frame
level. To achieve this goal, we propose to simultaneously maintain a global
referent token and a sequence of object queries, where the former is
responsible for capturing video-level referent according to the language
expression, while the latter serves to better locate and segment objects with
each frame. Furthermore, to explicitly capture object motions and
spatial-temporal cross-modal reasoning over objects, we propose a novel
temporal collection-distribution mechanism for interacting between the global
referent token and object queries. Specifically, the temporal collection
mechanism collects global information for the referent token from object
queries to the temporal motions to the language expression. In turn, the
temporal distribution first distributes the referent token to the referent
sequence across all frames and then performs efficient cross-frame reasoning
between the referent sequence and object queries in every frame. Experimental
results show that our method outperforms state-of-the-art methods on all
benchmarks consistently and significantly.",192
abs-2305.18047v1,"InstructEdit: Improving Automatic Masks for Diffusion-based Image
  Editing With User Instructions",Computer Vision and Pattern Recognition,cs.CV,2023-05-29,5/29/23,"['Qian Wang', 'Biao Zhang', 'Michael Birsak', 'Peter Wonka']",'Qian Wang',"Recent works have explored text-guided image editing using diffusion models
and generated edited images based on text prompts. However, the models struggle
to accurately locate the regions to be edited and faithfully perform precise
edits. In this work, we propose a framework termed InstructEdit that can do
fine-grained editing based on user instructions. Our proposed framework has
three components: language processor, segmenter, and image editor. The first
component, the language processor, processes the user instruction using a large
language model. The goal of this processing is to parse the user instruction
and output prompts for the segmenter and captions for the image editor. We
adopt ChatGPT and optionally BLIP2 for this step. The second component, the
segmenter, uses the segmentation prompt provided by the language processor. We
employ a state-of-the-art segmentation framework Grounded Segment Anything to
automatically generate a high-quality mask based on the segmentation prompt.
The third component, the image editor, uses the captions from the language
processor and the masks from the segmenter to compute the edited image. We
adopt Stable Diffusion and the mask-guided generation from DiffEdit for this
purpose. Experiments show that our method outperforms previous editing methods
in fine-grained editing applications where the input image contains a complex
object or multiple objects. We improve the mask quality over DiffEdit and thus
improve the quality of edited images. We also show that our framework can
accept multiple forms of user instructions as input. We provide the code at
https://github.com/QianWangX/InstructEdit.",243
abs-2308.01948v1,A Multidimensional Analysis of Social Biases in Vision Transformers,Computer Vision and Pattern Recognition,cs.CV,2023-08-03,8/3/23,"['Jannik Brinkmann', 'Paul Swoboda', 'Christian Bartelt']",'Jannik Brinkmann',"The embedding spaces of image models have been shown to encode a range of
social biases such as racism and sexism. Here, we investigate specific factors
that contribute to the emergence of these biases in Vision Transformers (ViT).
Therefore, we measure the impact of training data, model architecture, and
training objectives on social biases in the learned representations of ViTs.
Our findings indicate that counterfactual augmentation training using
diffusion-based image editing can mitigate biases, but does not eliminate them.
Moreover, we find that larger models are less biased than smaller models, and
that models trained using discriminative objectives are less biased than those
trained using generative objectives. In addition, we observe inconsistencies in
the learned social biases. To our surprise, ViTs can exhibit opposite biases
when trained on the same data set using different self-supervised objectives.
Our findings give insights into the factors that contribute to the emergence of
social biases and suggests that we could achieve substantial fairness
improvements based on model design choices.",165
abs-2302.02259v1,CLiNet: Joint Detection of Road Network Centerlines in 2D and 3D,Computer Vision and Pattern Recognition,cs.CV,2023-02-04,2/4/23,"['David Paz', 'Srinidhi Kalgundi Srinivas', 'Yunchao Yao', 'Henrik I. Christensen']",'David Paz',"This work introduces a new approach for joint detection of centerlines based
on image data by localizing the features jointly in 2D and 3D. In contrast to
existing work that focuses on detection of visual cues, we explore feature
extraction methods that are directly amenable to the urban driving task. To
develop and evaluate our approach, a large urban driving dataset dubbed AV
Breadcrumbs is automatically labeled by leveraging vector map representations
and projective geometry to annotate over 900,000 images. Our results
demonstrate potential for dynamic scene modeling across various urban driving
scenarios. Our model achieves an F1 score of 0.684 and an average normalized
depth error of 2.083. The code and data annotations are publicly available.",117
abs-2304.04748v1,Exploring Effective Factors for Improving Visual In-Context Learning,Computer Vision and Pattern Recognition,cs.CV,2023-04-10,4/10/23,"['Yanpeng Sun', 'Qiang Chen', 'Jian Wang', 'Jingdong Wang', 'Zechao Li']",'Yanpeng Sun',"The In-Context Learning (ICL) is to understand a new task via a few
demonstrations (aka. prompt) and predict new inputs without tuning the models.
While it has been widely studied in NLP, it is still a relatively new area of
research in computer vision. To reveal the factors influencing the performance
of visual in-context learning, this paper shows that prompt selection and
prompt fusion are two major factors that have a direct impact on the inference
performance of visual context learning. Prompt selection is the process of
identifying the most appropriate prompt or example to help the model understand
new tasks. This is important because providing the model with relevant prompts
can help it learn more effectively and efficiently. Prompt fusion involves
combining knowledge from different positions within the large-scale visual
model. By doing this, the model can leverage the diverse knowledge stored in
different parts of the model to improve its performance on new tasks. Based
these findings, we propose a simple framework prompt-SelF for visual in-context
learning. Specifically, we first use the pixel-level retrieval method to select
a suitable prompt, and then use different prompt fusion methods to activate all
the knowledge stored in the large-scale model, and finally ensemble the
prediction results obtained from different prompt fusion methods to obtain the
final prediction results. And we conduct extensive experiments on single-object
segmentation and detection tasks to demonstrate the effectiveness of
prompt-SelF. Remarkably, the prompt-SelF has outperformed OSLSM based
meta-learning in 1-shot segmentation for the first time. This indicated the
great potential of visual in-context learning. The source code and models will
be available at \url{https://github.com/syp2ysy/prompt-SelF}.",268
abs-2303.15494v1,"Semantic-visual Guided Transformer for Few-shot Class-incremental
  Learning",Computer Vision and Pattern Recognition,cs.CV,2023-03-27,3/27/23,"['Wenhao Qiu', 'Sichao Fu', 'Jingyi Zhang', 'Chengxiang Lei', 'Qinmu Peng']",'Wenhao Qiu',"Few-shot class-incremental learning (FSCIL) has recently attracted extensive
attention in various areas. Existing FSCIL methods highly depend on the
robustness of the feature backbone pre-trained on base classes. In recent
years, different Transformer variants have obtained significant processes in
the feature representation learning of massive fields. Nevertheless, the
progress of the Transformer in FSCIL scenarios has not achieved the potential
promised in other fields so far. In this paper, we develop a semantic-visual
guided Transformer (SV-T) to enhance the feature extracting capacity of the
pre-trained feature backbone on incremental classes. Specifically, we first
utilize the visual (image) labels provided by the base classes to supervise the
optimization of the Transformer. And then, a text encoder is introduced to
automatically generate the corresponding semantic (text) labels for each image
from the base classes. Finally, the constructed semantic labels are further
applied to the Transformer for guiding its hyperparameters updating. Our SV-T
can take full advantage of more supervision information from base classes and
further enhance the training robustness of the feature backbone. More
importantly, our SV-T is an independent method, which can directly apply to the
existing FSCIL architectures for acquiring embeddings of various incremental
classes. Extensive experiments on three benchmarks, two FSCIL architectures,
and two Transformer variants show that our proposed SV-T obtains a significant
improvement in comparison to the existing state-of-the-art FSCIL methods.",224
abs-2302.09922v2,"Unsupervised OmniMVS: Efficient Omnidirectional Depth Inference via
  Establishing Pseudo-Stereo Supervision",Computer Vision and Pattern Recognition,cs.CV,2023-02-20,2/22/23,"['Zisong Chen', 'Chunyu Lin', 'Lang Nie', 'Kang Liao', 'Yao Zhao']",'Zisong Chen',"Omnidirectional multi-view stereo (MVS) vision is attractive for its
ultra-wide field-of-view (FoV), enabling machines to perceive 360{\deg} 3D
surroundings. However, the existing solutions require expensive dense depth
labels for supervision, making them impractical in real-world applications. In
this paper, we propose the first unsupervised omnidirectional MVS framework
based on multiple fisheye images. To this end, we project all images to a
virtual view center and composite two panoramic images with spherical geometry
from two pairs of back-to-back fisheye images. The two 360{\deg} images
formulate a stereo pair with a special pose, and the photometric consistency is
leveraged to establish the unsupervised constraint, which we term
""Pseudo-Stereo Supervision"". In addition, we propose Un-OmniMVS, an efficient
unsupervised omnidirectional MVS network, to facilitate the inference speed
with two efficient components. First, a novel feature extractor with frequency
attention is proposed to simultaneously capture the non-local Fourier features
and local spatial features, explicitly facilitating the feature representation.
Then, a variance-based light cost volume is put forward to reduce the
computational complexity. Experiments exhibit that the performance of our
unsupervised solution is competitive to that of the state-of-the-art (SoTA)
supervised methods with better generalization in real-world data.",192
abs-2308.06904v1,"Exploring Lightweight Hierarchical Vision Transformers for Efficient
  Visual Tracking",Computer Vision and Pattern Recognition,cs.CV,2023-08-14,8/14/23,"['Ben Kang', 'Xin Chen', 'Dong Wang', 'Houwen Peng', 'Huchuan Lu']",'Ben Kang',"Transformer-based visual trackers have demonstrated significant progress
owing to their superior modeling capabilities. However, existing trackers are
hampered by low speed, limiting their applicability on devices with limited
computational power. To alleviate this problem, we propose HiT, a new family of
efficient tracking models that can run at high speed on different devices while
retaining high performance. The central idea of HiT is the Bridge Module, which
bridges the gap between modern lightweight transformers and the tracking
framework. The Bridge Module incorporates the high-level information of deep
features into the shallow large-resolution features. In this way, it produces
better features for the tracking head. We also propose a novel dual-image
position encoding technique that simultaneously encodes the position
information of both the search region and template images. The HiT model
achieves promising speed with competitive performance. For instance, it runs at
61 frames per second (fps) on the Nvidia Jetson AGX edge device. Furthermore,
HiT attains 64.6% AUC on the LaSOT benchmark, surpassing all previous efficient
trackers.",167
abs-2401.05584v2,FourCastNeXt: Optimizing FourCastNet Training for Limited Compute,Computer Vision and Pattern Recognition,cs.CV,2024-01-10,3/21/24,"['Edison Guo', 'Maruf Ahmed', 'Yue Sun', 'Rui Yang', 'Harrison Cook', 'Tennessee Leeuwenburg', 'Ben Evans']",'Edison Guo',"FourCastNeXt is an optimization of FourCastNet - a global machine learning
weather forecasting model - that performs with a comparable level of accuracy
and can be trained using around 5% of the original FourCastNet computational
requirements. This technical report presents strategies for model optimization
that maintain similar performance as measured by the root-mean-square error
(RMSE) of the modelled variables. By providing a model with very low
comparative training costs, FourCastNeXt makes Neural Earth System Modelling
much more accessible to researchers looking to conduct training experiments and
ablation studies. FourCastNeXt training and inference code are available at
https://github.com/nci/FourCastNeXt",97
abs-2303.16624v1,Adaptive Spot-Guided Transformer for Consistent Local Feature Matching,Computer Vision and Pattern Recognition,cs.CV,2023-03-29,3/29/23,"['Jiahuan Yu', 'Jiahao Chang', 'Jianfeng He', 'Tianzhu Zhang', 'Feng Wu']",'Jiahuan Yu',"Local feature matching aims at finding correspondences between a pair of
images. Although current detector-free methods leverage Transformer
architecture to obtain an impressive performance, few works consider
maintaining local consistency. Meanwhile, most methods struggle with large
scale variations. To deal with the above issues, we propose Adaptive
Spot-Guided Transformer (ASTR) for local feature matching, which jointly models
the local consistency and scale variations in a unified coarse-to-fine
architecture. The proposed ASTR enjoys several merits. First, we design a
spot-guided aggregation module to avoid interfering with irrelevant areas
during feature aggregation. Second, we design an adaptive scaling module to
adjust the size of grids according to the calculated depth information at fine
stage. Extensive experimental results on five standard benchmarks demonstrate
that our ASTR performs favorably against state-of-the-art methods. Our code
will be released on https://astr2023.github.io.",135
abs-2312.01758v3,"CILF-CIAE: CLIP-driven Image-Language Fusion for Correcting Inverse Age
  Estimation",Computer Vision and Pattern Recognition,cs.CV,2023-12-04,8/31/24,"['Yuntao Shou', 'Wei Ai', 'Tao Meng', 'Nan Yin', 'Keqin Li']",'Yuntao Shou',"The age estimation task aims to predict the age of an individual by analyzing
facial features in an image. The development of age estimation can improve the
efficiency and accuracy of various applications (e.g., age verification and
secure access control, etc.). In recent years, contrastive language-image
pre-training (CLIP) has been widely used in various multimodal tasks and has
made some progress in the field of age estimation. However, existing CLIP-based
age estimation methods require high memory usage (quadratic complexity) when
globally modeling images, and lack an error feedback mechanism to prompt the
model about the quality of age prediction results. To tackle the above issues,
we propose a novel CLIP-driven Image-Language Fusion for Correcting Inverse Age
Estimation (CILF-CIAE). Specifically, we first introduce the CLIP model to
extract image features and text semantic information respectively, and map them
into a highly semantically aligned high-dimensional feature space. Next, we
designed a new Transformer architecture (i.e., FourierFormer) to achieve
channel evolution and spatial interaction of images, and to fuse image and text
semantic information. Compared with the quadratic complexity of the attention
mechanism, the proposed Fourierformer is of linear log complexity. To further
narrow the semantic gap between image and text features, we utilize an
efficient contrastive multimodal learning module that supervises the multimodal
fusion process of FourierFormer through contrastive loss for image-text
matching, thereby improving the interaction effect between different
modalities. Finally, we introduce reversible age estimation, which uses
end-to-end error feedback to reduce the error rate of age predictions. Through
extensive experiments on multiple data sets, CILF-CIAE has achieved better age
prediction results.",262
abs-2308.03747v1,Mask Frozen-DETR: High Quality Instance Segmentation with One GPU,Computer Vision and Pattern Recognition,cs.CV,2023-08-07,8/7/23,"['Zhanhao Liang', 'Yuhui Yuan']",'Zhanhao Liang',"In this paper, we aim to study how to build a strong instance segmenter with
minimal training time and GPUs, as opposed to the majority of current
approaches that pursue more accurate instance segmenter by building more
advanced frameworks at the cost of longer training time and higher GPU
requirements. To achieve this, we introduce a simple and general framework,
termed Mask Frozen-DETR, which can convert any existing DETR-based object
detection model into a powerful instance segmentation model. Our method only
requires training an additional lightweight mask network that predicts instance
masks within the bounding boxes given by a frozen DETR-based object detector.
Remarkably, our method outperforms the state-of-the-art instance segmentation
method Mask DINO in terms of performance on the COCO test-dev split (55.3% vs.
54.7%) while being over 10X times faster to train. Furthermore, all of our
experiments can be trained using only one Tesla V100 GPU with 16 GB of memory,
demonstrating the significant efficiency of our proposed framework.",161
abs-2302.01708v1,"Crucial Semantic Classifier-based Adversarial Learning for Unsupervised
  Domain Adaptation",Computer Vision and Pattern Recognition,cs.CV,2023-02-03,2/3/23,"['Yumin Zhang', 'Yajun Gao', 'Hongliu Li', 'Ating Yin', 'Duzhen Zhang', 'Xiuyi Chen']",'Yumin Zhang',"Unsupervised Domain Adaptation (UDA), which aims to explore the transferrable
features from a well-labeled source domain to a related unlabeled target
domain, has been widely progressed. Nevertheless, as one of the mainstream,
existing adversarial-based methods neglect to filter the irrelevant semantic
knowledge, hindering adaptation performance improvement. Besides, they require
an additional domain discriminator that strives extractor to generate confused
representations, but discrete designing may cause model collapse. To tackle the
above issues, we propose Crucial Semantic Classifier-based Adversarial Learning
(CSCAL), which pays more attention to crucial semantic knowledge transferring
and leverages the classifier to implicitly play the role of domain
discriminator without extra network designing. Specifically, in
intra-class-wise alignment, a Paired-Level Discrepancy (PLD) is designed to
transfer crucial semantic knowledge. Additionally, based on classifier
predictions, a Nuclear Norm-based Discrepancy (NND) is formed that considers
inter-class-wise information and improves the adaptation performance. Moreover,
CSCAL can be effortlessly merged into different UDA methods as a regularizer
and dramatically promote their performance.",159
abs-2308.04622v1,Rendering Humans from Object-Occluded Monocular Videos,Computer Vision and Pattern Recognition,cs.CV,2023-08-08,8/8/23,"['Tiange Xiang', 'Adam Sun', 'Jiajun Wu', 'Ehsan Adeli', 'Li Fei-Fei']",'Tiange Xiang',"3D understanding and rendering of moving humans from monocular videos is a
challenging task. Despite recent progress, the task remains difficult in
real-world scenarios, where obstacles may block the camera view and cause
partial occlusions in the captured videos. Existing methods cannot handle such
defects due to two reasons. First, the standard rendering strategy relies on
point-point mapping, which could lead to dramatic disparities between the
visible and occluded areas of the body. Second, the naive direct regression
approach does not consider any feasibility criteria (ie, prior information) for
rendering under occlusions. To tackle the above drawbacks, we present OccNeRF,
a neural rendering method that achieves better rendering of humans in severely
occluded scenes. As direct solutions to the two drawbacks, we propose
surface-based rendering by integrating geometry and visibility priors. We
validate our method on both simulated and real-world occlusions and demonstrate
our method's superiority.",146
abs-2304.05370v4,Overload: Latency Attacks on Object Detection for Edge Devices,Computer Vision and Pattern Recognition,cs.CV,2023-04-11,4/26/24,"['Erh-Chung Chen', 'Pin-Yu Chen', 'I-Hsin Chung', 'Che-rung Lee']",'Erh-Chung Chen',"Nowadays, the deployment of deep learning-based applications is an essential
task owing to the increasing demands on intelligent services. In this paper, we
investigate latency attacks on deep learning applications. Unlike common
adversarial attacks for misclassification, the goal of latency attacks is to
increase the inference time, which may stop applications from responding to the
requests within a reasonable time. This kind of attack is ubiquitous for
various applications, and we use object detection to demonstrate how such kind
of attacks work. We also design a framework named Overload to generate latency
attacks at scale. Our method is based on a newly formulated optimization
problem and a novel technique, called spatial attention. This attack serves to
escalate the required computing costs during the inference time, consequently
leading to an extended inference time for object detection. It presents a
significant threat, especially to systems with limited computing resources. We
conducted experiments using YOLOv5 models on Nvidia NX. Compared to existing
methods, our method is simpler and more effective. The experimental results
show that with latency attacks, the inference time of a single image can be
increased ten times longer in reference to the normal setting. Moreover, our
findings pose a potential new threat to all object detection tasks requiring
non-maximum suppression (NMS), as our attack is NMS-agnostic.",216
